PASSENGERS,DISTANCE,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,YEAR,MONTH
63.00,1039.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,13495,MSY,"New Orleans, LA",LA,22,Louisiana,72,13487,MSP,"Minneapolis, MN",MN,27,Minnesota,63,2024,1
63.00,1167.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,10257,ALB,"Albany, NY",NY,36,New York,22,2024,1
63.00,1250.00,MX,22080,Breeze Aviation Group DBA  Breeze,D,MX,Breeze Aviation Group DBA  Breeze,1,1,15304,TPA,"Tampa, FL",FL,12,Florida,33,10785,BTV,"Burlington, VT",VT,50,Vermont,16,2024,1
63.00,1365.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11259,DAL,"Dallas, TX",TX,48,Texas,74,11618,EWR,"Newark, NJ",NJ,34,New Jersey,21,2024,1
63.00,1527.00,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,14814,SHV,"Shreveport, LA",LA,22,Louisiana,72,14570,RNO,"Reno, NV",NV,32,Nevada,85,2024,1
63.00,1865.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14679,SAN,"San Diego, CA",CA,06,California,91,11193,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2024,1
63.00,2075.00,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,14100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,14107,PHX,"Phoenix, AZ",AZ,04,Arizona,81,2024,1
63.00,2087.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14679,SAN,"San Diego, CA",CA,06,California,91,15304,TPA,"Tampa, FL",FL,12,Florida,33,2024,1
63.00,2567.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14307,PVD,"Providence, RI",RI,44,Rhode Island,15,14679,SAN,"San Diego, CA",CA,06,California,91,2024,1
64.00,41.00,X4,21386,Air Excursions LLC,D,X4,Air Excursions LLC,1,5,11997,GST,"Gustavus, AK",AK,02,Alaska,1,12523,JNU,"Juneau, AK",AK,02,Alaska,1,2024,1
64.00,62.00,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,15794,WMO,"White Mountain, AK",AK,02,Alaska,1,13873,OME,"Nome, AK",AK,02,Alaska,1,2024,1
64.00,123.00,9X,21618,"Southern Airways Express, dba Mokulele Airlines",D,9X,"Southern Airways Express, dba Mokulele Airlines",1,6,10557,BFD,"Bradford, PA",PA,42,Pennsylvania,23,14122,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,2024,1
64.00,201.00,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,11140,CRP,"Corpus Christi, TX",TX,48,Texas,74,12266,IAH,"Houston, TX",TX,48,Texas,74,2024,1
64.00,237.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11433,DTW,"Detroit, MI",MI,26,Michigan,43,13342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,2024,1
64.00,488.00,MX,22080,Breeze Aviation Group DBA  Breeze,D,MX,Breeze Aviation Group DBA  Breeze,1,1,13495,MSY,"New Orleans, LA",LA,22,Louisiana,72,15304,TPA,"Tampa, FL",FL,12,Florida,33,2024,1
64.00,488.00,MX,22080,Breeze Aviation Group DBA  Breeze,D,MX,Breeze Aviation Group DBA  Breeze,1,1,15304,TPA,"Tampa, FL",FL,12,Florida,33,13495,MSY,"New Orleans, LA",LA,22,Louisiana,72,2024,1
64.00,566.00,MX,22080,Breeze Aviation Group DBA  Breeze,D,MX,Breeze Aviation Group DBA  Breeze,1,1,14696,SBN,"South Bend, IN",IN,18,Indiana,42,10397,ATL,"Atlanta, GA",GA,13,Georgia,34,2024,1
64.00,604.00,OH,20397,PSA Airlines Inc.,D,OH,PSA Airlines Inc.,2,2,11298,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14193,PNS,"Pensacola, FL",FL,12,Florida,33,2024,1
64.00,626.00,7H,20327,NEW PACIFIC AIRLINES,D,7H,NEW PACIFIC AIRLINES,1,5,10299,ANC,"Anchorage, AK",AK,02,Alaska,1,14709,SCC,"Deadhorse, AK",AK,02,Alaska,1,2024,1
64.00,678.00,YX,20452,Republic Airline,D,YX,Republic Airline,3,3,13930,ORD,"Chicago, IL",IL,17,Illinois,41,14100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,2024,1
64.00,859.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,13303,MIA,"Miami, FL",FL,12,Florida,33,13244,MEM,"Memphis, TN",TN,47,Tennessee,54,2024,1
64.00,864.00,MQ,20398,Envoy Air,D,MQ,Envoy Air,3,3,12451,JAX,"Jacksonville, FL",FL,12,Florida,33,13930,ORD,"Chicago, IL",IL,17,Illinois,41,2024,1
64.00,876.00,YV,20378,Mesa Airlines Inc.,D,YV,Mesa Airlines Inc.,2,2,10397,ATL,"Atlanta, GA",GA,13,Georgia,34,11140,CRP,"Corpus Christi, TX",TX,48,Texas,74,2024,1
64.00,961.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,15016,STL,"St. Louis, MO",MO,29,Missouri,64,12206,HRL,"Harlingen/San Benito, TX",TX,48,Texas,74,2024,1
64.00,1009.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,14057,PDX,"Portland, OR",OR,41,Oregon,92,14107,PHX,"Phoenix, AZ",AZ,04,Arizona,81,2024,1
64.00,1062.00,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,11603,EUG,"Eugene, OR",OR,41,Oregon,92,15376,TUS,"Tucson, AZ",AZ,04,Arizona,81,2024,1
64.00,1118.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13930,ORD,"Chicago, IL",IL,17,Illinois,41,10140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,2024,1
64.00,1236.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,11540,ELP,"El Paso, TX",TX,48,Texas,74,13930,ORD,"Chicago, IL",IL,17,Illinois,41,2024,1
64.00,1300.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,13495,MSY,"New Orleans, LA",LA,22,Louisiana,72,14107,PHX,"Phoenix, AZ",AZ,04,Arizona,81,2024,1
64.00,1362.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,14683,SAT,"San Antonio, TX",TX,48,Texas,74,12264,IAD,"Washington, DC",VA,51,Virginia,38,2024,1
64.00,1609.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,10721,BOS,"Boston, MA",MA,25,Massachusetts,13,12191,HOU,"Houston, TX",TX,48,Texas,74,2024,1
64.00,1619.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,13244,MEM,"Memphis, TN",TN,47,Tennessee,54,12892,LAX,"Los Angeles, CA",CA,06,California,91,2024,1
64.00,1679.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12191,HOU,"Houston, TX",TX,48,Texas,74,14321,PWM,"Portland, ME",ME,23,Maine,12,2024,1
64.00,1969.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11618,EWR,"Newark, NJ",NJ,34,New Jersey,21,14869,SLC,"Salt Lake City, UT",UT,49,Utah,87,2024,1
64.00,2424.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14831,SJC,"San Jose, CA",CA,06,California,91,11278,DCA,"Washington, DC",VA,51,Virginia,38,2024,1
65.00,44.00,SNK,20226,Spernak Airways Inc.,D,SNK,Spernak Airways Inc.,1,5,15406,TYE,"Tyonek, AK",AK,02,Alaska,1,13467,MRI,"Anchorage, AK",AK,02,Alaska,1,2024,1
65.00,192.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,12191,HOU,"Houston, TX",TX,48,Texas,74,14683,SAT,"San Antonio, TX",TX,48,Texas,74,2024,1
65.00,404.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,13204,MCO,"Orlando, FL",FL,12,Florida,33,10397,ATL,"Atlanta, GA",GA,13,Georgia,34,2024,1
65.00,549.00,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,10529,BDL,"Hartford, CT",CT,09,Connecticut,11,11433,DTW,"Detroit, MI",MI,26,Michigan,43,2024,1
65.00,590.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,14869,SLC,"Salt Lake City, UT",UT,49,Utah,87,12892,LAX,"Los Angeles, CA",CA,06,California,91,2024,1
65.00,696.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,12191,HOU,"Houston, TX",TX,48,Texas,74,10397,ATL,"Atlanta, GA",GA,13,Georgia,34,2024,1
65.00,706.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10994,CHS,"Charleston, SC",SC,45,South Carolina,37,15016,STL,"St. Louis, MO",MO,29,Missouri,64,2024,1
65.00,838.00,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,13891,ONT,"Ontario, CA",CA,06,California,91,14057,PDX,"Portland, OR",OR,41,Oregon,92,2024,1
65.00,876.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10423,AUS,"Austin, TX",TX,48,Texas,74,14730,SDF,"Louisville, KY",KY,21,Kentucky,52,2024,1
65.00,913.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13871,OMA,"Omaha, NE",NE,31,Nebraska,65,11057,CLT,"Charlotte, NC",NC,37,North Carolina,36,2024,1
65.00,984.00,QX,19687,Horizon Air,D,QX,Horizon Air,2,2,14004,PAE,"Everett, WA",WA,53,Washington,93,12892,LAX,"Los Angeles, CA",CA,06,California,91,2024,1
65.00,1049.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,15370,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11278,DCA,"Washington, DC",VA,51,Virginia,38,2024,1
65.00,1091.00,MX,22080,Breeze Aviation Group DBA  Breeze,D,MX,Breeze Aviation Group DBA  Breeze,1,1,15304,TPA,"Tampa, FL",FL,12,Florida,33,12278,ICT,"Wichita, KS",KS,20,Kansas,62,2024,1
65.00,1225.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13303,MIA,"Miami, FL",FL,12,Florida,33,10257,ALB,"Albany, NY",NY,36,New York,22,2024,1
65.00,1258.00,YX,20452,Republic Airline,D,YX,Republic Airline,3,3,13303,MIA,"Miami, FL",FL,12,Florida,33,10721,BOS,"Boston, MA",MA,25,Massachusetts,13,2024,1
65.00,1276.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10800,BUR,"Burbank, CA",CA,06,California,91,15370,TUL,"Tulsa, OK",OK,40,Oklahoma,73,2024,1
65.00,1276.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14122,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,14683,SAT,"San Antonio, TX",TX,48,Texas,74,2024,1
65.00,1313.00,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,14679,SAN,"San Diego, CA",CA,06,California,91,13871,OMA,"Omaha, NE",NE,31,Nebraska,65,2024,1
65.00,1325.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11618,EWR,"Newark, NJ",NJ,34,New Jersey,21,13851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,2024,1
65.00,1342.00,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,14908,SNA,"Santa Ana, CA",CA,06,California,91,13198,MCI,"Kansas City, MO",MO,29,Missouri,64,2024,1
65.00,1426.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,13487,MSP,"Minneapolis, MN",MN,27,Minnesota,63,14057,PDX,"Portland, OR",OR,41,Oregon,92,2024,1
65.00,1888.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,15304,TPA,"Tampa, FL",FL,12,Florida,33,14869,SLC,"Salt Lake City, UT",UT,49,Utah,87,2024,1
65.00,2402.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12892,LAX,"Los Angeles, CA",CA,06,California,91,14100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,2024,1
65.00,2557.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14831,SJC,"San Jose, CA",CA,06,California,91,11697,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,2024,1
66.00,57.00,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,11411,DRG,"Deering, AK",AK,02,Alaska,1,13970,OTZ,"Kotzebue, AK",AK,02,Alaska,1,2024,1
66.00,157.00,YX,20452,Republic Airline,D,YX,Republic Airline,3,3,12264,IAD,"Washington, DC",VA,51,Virginia,38,13931,ORF,"Norfolk, VA",VA,51,Virginia,38,2024,1
66.00,288.00,YV,20378,Mesa Airlines Inc.,D,YV,Mesa Airlines Inc.,2,2,12264,IAD,"Washington, DC",VA,51,Virginia,38,14576,ROC,"Rochester, NY",NY,36,New York,22,2024,1
66.00,302.00,8V,20333,Wright Air Service,D,8V,Wright Air Service,1,5,13768,NUL,"Nulato, AK",AK,02,Alaska,1,11630,FAI,"Fairbanks, AK",AK,02,Alaska,1,2024,1
66.00,419.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,13851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,12191,HOU,"Houston, TX",TX,48,Texas,74,2024,1
66.00,420.00,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,10590,IFP,"Bullhead City, AZ",AZ,04,Arizona,81,13476,MRY,"Monterey, CA",CA,06,California,91,2024,1
66.00,480.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12206,HRL,"Harlingen/San Benito, TX",TX,48,Texas,74,13158,MAF,"Midland/Odessa, TX",TX,48,Texas,74,2024,1
66.00,626.00,7H,20327,NEW PACIFIC AIRLINES,D,7H,NEW PACIFIC AIRLINES,1,5,14709,SCC,"Deadhorse, AK",AK,02,Alaska,1,10299,ANC,"Anchorage, AK",AK,02,Alaska,1,2024,1
66.00,678.00,YX,20452,Republic Airline,D,YX,Republic Airline,3,3,14100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,13930,ORD,"Chicago, IL",IL,17,Illinois,41,2024,1
66.00,685.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10257,ALB,"Albany, NY",NY,36,New York,22,13577,MYR,"Myrtle Beach, SC",SC,45,South Carolina,37,2024,1
66.00,1029.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,12478,JFK,"New York, NY",NY,36,New York,22,13487,MSP,"Minneapolis, MN",MN,27,Minnesota,63,2024,1
66.00,1061.00,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,14303,PUW,"Pullman, WA",WA,53,Washington,93,15376,TUS,"Tucson, AZ",AZ,04,Arizona,81,2024,1
66.00,1061.00,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,15376,TUS,"Tucson, AZ",AZ,04,Arizona,81,14303,PUW,"Pullman, WA",WA,53,Washington,93,2024,1
66.00,1132.00,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,10590,IFP,"Bullhead City, AZ",AZ,04,Arizona,81,13433,MOT,"Minot, ND",ND,38,North Dakota,66,2024,1
66.00,1187.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,12892,LAX,"Los Angeles, CA",CA,06,California,91,13851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,2024,1
66.00,1319.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13871,OMA,"Omaha, NE",NE,31,Nebraska,65,10800,BUR,"Burbank, CA",CA,06,California,91,2024,1
66.00,1735.00,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,15016,STL,"St. Louis, MO",MO,29,Missouri,64,14771,SFO,"San Francisco, CA",CA,06,California,91,2024,1
66.00,1802.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10599,BHM,"Birmingham, AL",AL,01,Alabama,51,12954,LGB,"Long Beach, CA",CA,06,California,91,2024,1
66.00,2088.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13303,MIA,"Miami, FL",FL,12,Florida,33,14869,SLC,"Salt Lake City, UT",UT,49,Utah,87,2024,1
66.00,2143.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,15304,TPA,"Tampa, FL",FL,12,Florida,33,12954,LGB,"Long Beach, CA",CA,06,California,91,2024,1
66.00,2155.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,15304,TPA,"Tampa, FL",FL,12,Florida,33,10800,BUR,"Burbank, CA",CA,06,California,91,2024,1
66.00,2203.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12954,LGB,"Long Beach, CA",CA,06,California,91,13204,MCO,"Orlando, FL",FL,12,Florida,33,2024,1
66.00,2343.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12892,LAX,"Los Angeles, CA",CA,06,California,91,11697,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,2024,1
67.00,109.00,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,15709,WAA,"Wales, AK",AK,02,Alaska,1,13873,OME,"Nome, AK",AK,02,Alaska,1,2024,1
67.00,115.00,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,15389,TWF,"Twin Falls, ID",ID,16,Idaho,83,10713,BOI,"Boise, ID",ID,16,Idaho,83,2024,1
67.00,226.00,MQ,20398,Envoy Air,D,MQ,Envoy Air,3,3,11057,CLT,"Charlotte, NC",NC,37,North Carolina,36,10397,ATL,"Atlanta, GA",GA,13,Georgia,34,2024,1
67.00,394.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14570,RNO,"Reno, NV",NV,32,Nevada,85,13891,ONT,"Ontario, CA",CA,06,California,91,2024,1
67.00,451.00,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,11603,EUG,"Eugene, OR",OR,41,Oregon,92,14771,SFO,"San Francisco, CA",CA,06,California,91,2024,1
67.00,585.00,YX,20452,Republic Airline,D,YX,Republic Airline,3,3,15370,TUL,"Tulsa, OK",OK,40,Oklahoma,73,13930,ORD,"Chicago, IL",IL,17,Illinois,41,2024,1
67.00,623.00,2JQ,21718,Delux Public Charter LLC,D,2JQ,Delux Public Charter LLC,1,6,10693,BNA,"Nashville, TN",TN,47,Tennessee,54,11259,DAL,"Dallas, TX",TX,48,Texas,74,2024,1
67.00,689.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12266,IAH,"Houston, TX",TX,48,Texas,74,10397,ATL,"Atlanta, GA",GA,13,Georgia,34,2024,1
67.00,770.00,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,15016,STL,"St. Louis, MO",MO,29,Missouri,64,11292,DEN,"Denver, CO",CO,08,Colorado,82,2024,1
67.00,775.00,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,10423,AUS,"Austin, TX",TX,48,Texas,74,11292,DEN,"Denver, CO",CO,08,Colorado,82,2024,1
67.00,1174.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10423,AUS,"Austin, TX",TX,48,Texas,74,11042,CLE,"Cleveland, OH",OH,39,Ohio,44,2024,1
67.00,1247.00,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,13342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,14869,SLC,"Salt Lake City, UT",UT,49,Utah,87,2024,1
67.00,1313.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14679,SAN,"San Diego, CA",CA,06,California,91,13871,OMA,"Omaha, NE",NE,31,Nebraska,65,2024,1
67.00,1477.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,11109,COS,"Colorado Springs, CO",CO,08,Colorado,82,15304,TPA,"Tampa, FL",FL,12,Florida,33,2024,1
67.00,1687.00,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,12892,LAX,"Los Angeles, CA",CA,06,California,91,13485,MSN,"Madison, WI",WI,55,Wisconsin,45,2024,1
67.00,1878.00,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,13495,MSY,"New Orleans, LA",LA,22,Louisiana,72,14893,SMF,"Sacramento, CA",CA,06,California,91,2024,1
68.00,0.00,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,13873,OME,"Nome, AK",AK,02,Alaska,1,13873,OME,"Nome, AK",AK,02,Alaska,1,2024,1
68.00,109.00,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,13873,OME,"Nome, AK",AK,02,Alaska,1,15709,WAA,"Wales, AK",AK,02,Alaska,1,2024,1
68.00,179.00,8V,20333,Wright Air Service,D,8V,Wright Air Service,1,5,10783,BTT,"Bettles, AK",AK,02,Alaska,1,11630,FAI,"Fairbanks, AK",AK,02,Alaska,1,2024,1
68.00,202.00,9X,21618,"Southern Airways Express, dba Mokulele Airlines",D,9X,"Southern Airways Express, dba Mokulele Airlines",1,6,12455,JBR,"Jonesboro, AR",AR,05,Arkansas,71,15016,STL,"St. Louis, MO",MO,29,Missouri,64,2024,1
68.00,225.00,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,10590,IFP,"Bullhead City, AZ",AZ,04,Arizona,81,12954,LGB,"Long Beach, CA",CA,06,California,91,2024,1
68.00,225.00,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,12954,LGB,"Long Beach, CA",CA,06,California,91,10590,IFP,"Bullhead City, AZ",AZ,04,Arizona,81,2024,1
68.00,259.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10994,CHS,"Charleston, SC",SC,45,South Carolina,37,10397,ATL,"Atlanta, GA",GA,13,Georgia,34,2024,1
68.00,311.00,YX,20452,Republic Airline,D,YX,Republic Airline,3,3,13485,MSN,"Madison, WI",WI,55,Wisconsin,45,11433,DTW,"Detroit, MI",MI,26,Michigan,43,2024,1
68.00,377.00,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,10397,ATL,"Atlanta, GA",GA,13,Georgia,34,12323,ILM,"Wilmington, NC",NC,37,North Carolina,36,2024,1
68.00,420.00,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,13476,MRY,"Monterey, CA",CA,06,California,91,10590,IFP,"Bullhead City, AZ",AZ,04,Arizona,81,2024,1
68.00,629.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,11433,DTW,"Detroit, MI",MI,26,Michigan,43,13198,MCI,"Kansas City, MO",MO,29,Missouri,64,2024,1
68.00,643.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13198,MCI,"Kansas City, MO",MO,29,Missouri,64,12266,IAH,"Houston, TX",TX,48,Texas,74,2024,1
68.00,710.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10423,AUS,"Austin, TX",TX,48,Texas,74,11481,ECP,"Panama City, FL",FL,12,Florida,33,2024,1
68.00,787.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14570,RNO,"Reno, NV",NV,32,Nevada,85,10140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,2024,1
68.00,874.00,MQ,20398,Envoy Air,D,MQ,Envoy Air,3,3,10208,AGS,"Augusta, GA",GA,13,Georgia,34,11298,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2024,1
68.00,901.00,MX,22080,Breeze Aviation Group DBA  Breeze,D,MX,Breeze Aviation Group DBA  Breeze,1,1,10874,CAK,"Akron, OH",OH,39,Ohio,44,13495,MSY,"New Orleans, LA",LA,22,Louisiana,72,2024,1
68.00,958.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,11193,CVG,"Cincinnati, OH",KY,21,Kentucky,52,10423,AUS,"Austin, TX",TX,48,Texas,74,2024,1
68.00,1024.00,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,14730,SDF,"Louisville, KY",KY,21,Kentucky,52,11292,DEN,"Denver, CO",CO,08,Colorado,82,2024,1
68.00,1167.00,YX,20452,Republic Airline,D,YX,Republic Airline,3,3,13495,MSY,"New Orleans, LA",LA,22,Louisiana,72,11618,EWR,"Newark, NJ",NJ,34,New Jersey,21,2024,1
68.00,1249.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,11540,ELP,"El Paso, TX",TX,48,Texas,74,12339,IND,"Indianapolis, IN",IN,18,Indiana,42,2024,1
68.00,1346.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12266,IAH,"Houston, TX",TX,48,Texas,74,14908,SNA,"Santa Ana, CA",CA,06,California,91,2024,1
68.00,1479.00,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,15057,SVN,"Savannah, GA",GA,13,Georgia,34,10615,BIF,"El Paso, TX",TX,48,Texas,74,2024,1
68.00,1499.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13198,MCI,"Kansas City, MO",MO,29,Missouri,64,14771,SFO,"San Francisco, CA",CA,06,California,91,2024,1
68.00,2370.00,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,14679,SAN,"San Diego, CA",CA,06,California,91,14100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,2024,1
68.00,2395.00,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14893,SMF,"Sacramento, CA",CA,06,California,91,10821,BWI,"Baltimore, MD",MD,24,Maryland,35,2024,1
