PASSENGERS,DISTANCE,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,YEAR,MONTH
0.00,0.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",D,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,2,15618,VNY,"Van Nuys, CA",CA,06,California,91,15618,VNY,"Van Nuys, CA",CA,06,California,91,2024,1
0.00,0.00,4W,20323,Warbelow,D,4W,Warbelow,1,5,11630,FAI,"Fairbanks, AK",AK,02,Alaska,1,11630,FAI,"Fairbanks, AK",AK,02,Alaska,1,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,10194,AFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10194,AFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,10299,ANC,"Anchorage, AK",AK,02,Alaska,1,10299,ANC,"Anchorage, AK",AK,02,Alaska,1,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,10397,ATL,"Atlanta, GA",GA,13,Georgia,34,10397,ATL,"Atlanta, GA",GA,13,Georgia,34,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,10423,AUS,"Austin, TX",TX,48,Texas,74,10423,AUS,"Austin, TX",TX,48,Texas,74,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,10821,BWI,"Baltimore, MD",MD,24,Maryland,35,10821,BWI,"Baltimore, MD",MD,24,Maryland,35,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,10994,CHS,"Charleston, SC",SC,45,South Carolina,37,10994,CHS,"Charleston, SC",SC,45,South Carolina,37,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,11193,CVG,"Cincinnati, OH",KY,21,Kentucky,52,11193,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,11298,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11298,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,12266,IAH,"Houston, TX",TX,48,Texas,74,12266,IAH,"Houston, TX",TX,48,Texas,74,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,12478,JFK,"New York, NY",NY,36,New York,22,12478,JFK,"New York, NY",NY,36,New York,22,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,12882,LAL,"Lakeland, FL",FL,12,Florida,33,12882,LAL,"Lakeland, FL",FL,12,Florida,33,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,12892,LAX,"Los Angeles, CA",CA,06,California,91,12892,LAX,"Los Angeles, CA",CA,06,California,91,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,13303,MIA,"Miami, FL",FL,12,Florida,33,13303,MIA,"Miami, FL",FL,12,Florida,33,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,13360,MLB,"Melbourne, FL",FL,12,Florida,33,13360,MLB,"Melbourne, FL",FL,12,Florida,33,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,13891,ONT,"Ontario, CA",CA,06,California,91,13891,ONT,"Ontario, CA",CA,06,California,91,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,13930,ORD,"Chicago, IL",IL,17,Illinois,41,13930,ORD,"Chicago, IL",IL,17,Illinois,41,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,14512,RFD,"Rockford, IL",IL,17,Illinois,41,14512,RFD,"Rockford, IL",IL,17,Illinois,41,2024,1
0.00,0.00,5Y,20007,Atlas Air Inc.,I,5Y,Atlas Air Inc.,3,3,14843,SJU,"San Juan, PR",PR,72,Puerto Rico,3,14843,SJU,"San Juan, PR",PR,72,Puerto Rico,3,2024,1
0.00,0.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10299,ANC,"Anchorage, AK",AK,02,Alaska,1,10299,ANC,"Anchorage, AK",AK,02,Alaska,1,2024,1
0.00,0.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10304,ANI,"Aniak, AK",AK,02,Alaska,1,10304,ANI,"Aniak, AK",AK,02,Alaska,1,2024,1
0.00,0.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,13873,OME,"Nome, AK",AK,02,Alaska,1,13873,OME,"Nome, AK",AK,02,Alaska,1,2024,1
0.00,0.00,8V,20333,Wright Air Service,D,8V,Wright Air Service,1,5,10754,BRW,"Barrow, AK",AK,02,Alaska,1,10754,BRW,"Barrow, AK",AK,02,Alaska,1,2024,1
0.00,0.00,AMQ,20201,Ameristar Air Cargo,D,AMQ,Ameristar Air Cargo,1,4,12598,JZT,"Arlington, TX",TX,48,Texas,74,12598,JZT,"Arlington, TX",TX,48,Texas,74,2024,1
0.00,0.00,AS,19930,Alaska Airlines Inc.,D,AS,Alaska Airlines Inc.,3,3,10299,ANC,"Anchorage, AK",AK,02,Alaska,1,10299,ANC,"Anchorage, AK",AK,02,Alaska,1,2024,1
0.00,0.00,C5,20445,CommuteAir LLC dba CommuteAir,D,C5,CommuteAir LLC dba CommuteAir,2,2,12264,IAD,"Washington, DC",VA,51,Virginia,38,12264,IAD,"Washington, DC",VA,51,Virginia,38,2024,1
0.00,0.00,J5,20337,Kalinin Aviation LLC d/b/a Alaska Seaplanes,D,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,1,5,12523,JNU,"Juneau, AK",AK,02,Alaska,1,12523,JNU,"Juneau, AK",AK,02,Alaska,1,2024,1
0.00,0.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,10551,BET,"Bethel, AK",AK,02,Alaska,1,10551,BET,"Bethel, AK",AK,02,Alaska,1,2024,1
0.00,0.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,12807,KSM,"St. Mary's, AK",AK,02,Alaska,1,12807,KSM,"St. Mary's, AK",AK,02,Alaska,1,2024,1
0.00,0.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,15282,TNK,"Tununak, AK",AK,02,Alaska,1,15282,TNK,"Tununak, AK",AK,02,Alaska,1,2024,1
0.00,0.00,KAH,20272,Kenmore Air Harbor,D,KAH,Kenmore Air Harbor,1,6,10559,BFI,"Seattle, WA",WA,53,Washington,93,10559,BFI,"Seattle, WA",WA,53,Washington,93,2024,1
0.00,0.00,KAH,20272,Kenmore Air Harbor,D,KAH,Kenmore Air Harbor,1,6,14004,PAE,"Everett, WA",WA,53,Washington,93,14004,PAE,"Everett, WA",WA,53,Washington,93,2024,1
0.00,0.00,KD,21629,Western Global,I,KD,Western Global,2,2,13192,MCC,"Sacramento, CA",CA,06,California,91,13192,MCC,"Sacramento, CA",CA,06,California,91,2024,1
0.00,0.00,KD,21629,Western Global,I,KD,Western Global,2,2,13756,NTD,"Port Hueneme, CA",CA,06,California,91,13756,NTD,"Port Hueneme, CA",CA,06,California,91,2024,1
0.00,0.00,KD,21629,Western Global,I,KD,Western Global,2,2,14635,RSW,"Fort Myers, FL",FL,12,Florida,33,14635,RSW,"Fort Myers, FL",FL,12,Florida,33,2024,1
0.00,0.00,KO,20341,Alaska Central Express,D,KO,Alaska Central Express,1,5,10299,ANC,"Anchorage, AK",AK,02,Alaska,1,10299,ANC,"Anchorage, AK",AK,02,Alaska,1,2024,1
0.00,0.00,KO,20341,Alaska Central Express,D,KO,Alaska Central Express,1,5,12819,KTN,"Ketchikan, AK",AK,02,Alaska,1,12819,KTN,"Ketchikan, AK",AK,02,Alaska,1,2024,1
0.00,0.00,L2,20169,Lynden Air Cargo Airlines,D,L2,Lynden Air Cargo Airlines,2,2,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,2024,1
0.00,0.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,13983,OWB,"Owensboro, KY",KY,21,Kentucky,52,13983,OWB,"Owensboro, KY",KY,21,Kentucky,52,2024,1
0.00,0.00,PO,20100,Polar Air Cargo Airways,D,PO,Polar Air Cargo Airways,3,3,11193,CVG,"Cincinnati, OH",KY,21,Kentucky,52,11193,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2024,1
0.00,0.00,QX,19687,Horizon Air,D,QX,Horizon Air,2,2,14057,PDX,"Portland, OR",OR,41,Oregon,92,14057,PDX,"Portland, OR",OR,41,Oregon,92,2024,1
0.00,0.00,U7,20447,USA Jet Airlines Inc.,D,U7,USA Jet Airlines Inc.,3,3,13061,LRD,"Laredo, TX",TX,48,Texas,74,13061,LRD,"Laredo, TX",TX,48,Texas,74,2024,1
0.00,0.00,X9,20377,Omni Air International LLC,D,X9,Omni Air International LLC,2,2,10194,AFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10194,AFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2024,1
0.00,3.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC",D,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,1,10615,BIF,"El Paso, TX",TX,48,Texas,74,11540,ELP,"El Paso, TX",TX,48,Texas,74,2024,1
0.00,6.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10551,BET,"Bethel, AK",AK,02,Alaska,1,14130,PKA,"Napaskiak, AK",AK,02,Alaska,1,2024,1
0.00,6.00,AS,19930,Alaska Airlines Inc.,D,AS,Alaska Airlines Inc.,3,3,10559,BFI,"Seattle, WA",WA,53,Washington,93,14747,SEA,"Seattle, WA",WA,53,Washington,93,2024,1
0.00,6.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,14130,PKA,"Napaskiak, AK",AK,02,Alaska,1,10551,BET,"Bethel, AK",AK,02,Alaska,1,2024,1
0.00,7.00,SNK,20226,Spernak Airways Inc.,D,SNK,Spernak Airways Inc.,1,5,15406,TYE,"Tyonek, AK",AK,02,Alaska,1,16390,BVU,"Beluga, AK",AK,02,Alaska,1,2024,1
0.00,7.00,SNK,20226,Spernak Airways Inc.,D,SNK,Spernak Airways Inc.,1,5,16390,BVU,"Beluga, AK",AK,02,Alaska,1,15406,TYE,"Tyonek, AK",AK,02,Alaska,1,2024,1
0.00,8.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",D,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,2,10800,BUR,"Burbank, CA",CA,06,California,91,15618,VNY,"Van Nuys, CA",CA,06,California,91,2024,1
0.00,8.00,6F,22105,"FOX AIRCRAFT, LLC",D,6F,"FOX AIRCRAFT, LLC",1,5,10551,BET,"Bethel, AK",AK,02,Alaska,1,15798,WNA,"Napakiak, AK",AK,02,Alaska,1,2024,1
0.00,8.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10551,BET,"Bethel, AK",AK,02,Alaska,1,15798,WNA,"Napakiak, AK",AK,02,Alaska,1,2024,1
0.00,10.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,11550,EMK,"Emmonak, AK",AK,02,Alaska,1,10416,AUK,"Alakanuk, AK",AK,02,Alaska,1,2024,1
0.00,11.00,YX,20452,Republic Airline,D,YX,Republic Airline,3,3,12478,JFK,"New York, NY",NY,36,New York,22,12953,LGA,"New York, NY",NY,36,New York,22,2024,1
0.00,12.00,K3,20383,Venture Travel LLC d/b/a Taquan Air Service,D,K3,Venture Travel LLC d/b/a Taquan Air Service,1,5,12815,KTB,"Thorne Bay, AK",AK,02,Alaska,1,12857,KXA,"Kasaan, AK",AK,02,Alaska,1,2024,1
0.00,12.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,10693,BNA,"Nashville, TN",TN,47,Tennessee,54,13461,MQY,"Smyrna, TN",TN,47,Tennessee,54,2024,1
0.00,12.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,13461,MQY,"Smyrna, TN",TN,47,Tennessee,54,10693,BNA,"Nashville, TN",TN,47,Tennessee,54,2024,1
0.00,13.00,6F,22105,"FOX AIRCRAFT, LLC",D,6F,"FOX AIRCRAFT, LLC",1,5,12807,KSM,"St. Mary's, AK",AK,02,Alaska,1,13434,MOU,"Mountain Village, AK",AK,02,Alaska,1,2024,1
0.00,13.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,12807,KSM,"St. Mary's, AK",AK,02,Alaska,1,13434,MOU,"Mountain Village, AK",AK,02,Alaska,1,2024,1
0.00,13.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,12855,KWT,"Kwethluk, AK",AK,02,Alaska,1,10551,BET,"Bethel, AK",AK,02,Alaska,1,2024,1
0.00,14.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,12807,KSM,"St. Mary's, AK",AK,02,Alaska,1,14234,PQS,"Pilot Station, AK",AK,02,Alaska,1,2024,1
0.00,14.00,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,11588,ESD,"Eastsound, WA",WA,53,Washington,93,11762,FRD,"Friday Harbor, WA",WA,53,Washington,93,2024,1
0.00,14.00,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,11762,FRD,"Friday Harbor, WA",WA,53,Washington,93,11588,ESD,"Eastsound, WA",WA,53,Washington,93,2024,1
0.00,14.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,13894,OOK,"Toksook, AK",AK,02,Alaska,1,13710,NME,"Nightmute, AK",AK,02,Alaska,1,2024,1
0.00,15.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10551,BET,"Bethel, AK",AK,02,Alaska,1,12709,KKI,"Akiachak, AK",AK,02,Alaska,1,2024,1
0.00,15.00,8C,19874,Air Transport International,D,8C,Air Transport International,2,2,14533,RIV,"Riverside, CA",CA,06,California,91,14691,SBD,"San Bernardino, CA",CA,06,California,91,2024,1
0.00,15.00,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,15794,WMO,"White Mountain, AK",AK,02,Alaska,1,11941,GLV,"Golovin, AK",AK,02,Alaska,1,2024,1
0.00,15.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,12709,KKI,"Akiachak, AK",AK,02,Alaska,1,10551,BET,"Bethel, AK",AK,02,Alaska,1,2024,1
0.00,15.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,13232,MDW,"Chicago, IL",IL,17,Illinois,41,13930,ORD,"Chicago, IL",IL,17,Illinois,41,2024,1
0.00,16.00,09Q,21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,2,10540,BED,"Bedford, MA",MA,25,Massachusetts,13,10721,BOS,"Boston, MA",MA,25,Massachusetts,13,2024,1
0.00,16.00,09Q,21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,2,10721,BOS,"Boston, MA",MA,25,Massachusetts,13,10540,BED,"Bedford, MA",MA,25,Massachusetts,13,2024,1
0.00,16.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10405,ATT,"Atmautluak, AK",AK,02,Alaska,1,10551,BET,"Bethel, AK",AK,02,Alaska,1,2024,1
0.00,16.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10551,BET,"Bethel, AK",AK,02,Alaska,1,10405,ATT,"Atmautluak, AK",AK,02,Alaska,1,2024,1
0.00,16.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,10405,ATT,"Atmautluak, AK",AK,02,Alaska,1,10551,BET,"Bethel, AK",AK,02,Alaska,1,2024,1
0.00,16.00,V8,20346,Iliamna Air Taxi,D,V8,Iliamna Air Taxi,1,5,12321,ILI,"Iliamna, AK",AK,02,Alaska,1,13715,NNL,"Nondalton, AK",AK,02,Alaska,1,2024,1
0.00,16.00,V8,20346,Iliamna Air Taxi,D,V8,Iliamna Air Taxi,1,5,13715,NNL,"Nondalton, AK",AK,02,Alaska,1,12321,ILI,"Iliamna, AK",AK,02,Alaska,1,2024,1
0.00,17.00,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,12892,LAX,"Los Angeles, CA",CA,06,California,91,12954,LGB,"Long Beach, CA",CA,06,California,91,2024,1
0.00,17.00,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,11618,EWR,"Newark, NJ",NJ,34,New Jersey,21,12953,LGA,"New York, NY",NY,36,New York,22,2024,1
0.00,18.00,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,11588,ESD,"Eastsound, WA",WA,53,Washington,93,10666,BLI,"Bellingham, WA",WA,53,Washington,93,2024,1
0.00,18.00,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,12892,LAX,"Los Angeles, CA",CA,06,California,91,10800,BUR,"Burbank, CA",CA,06,California,91,2024,1
0.00,18.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,12195,HPB,"Hooper Bay, AK",AK,02,Alaska,1,15554,VAK,"Chevak, AK",AK,02,Alaska,1,2024,1
0.00,19.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",D,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,2,15618,VNY,"Van Nuys, CA",CA,06,California,91,12892,LAX,"Los Angeles, CA",CA,06,California,91,2024,1
0.00,19.00,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,15973,XXP,"Lakeport, CA",CA,06,California,91,15458,UKI,"Ukiah, CA",CA,06,California,91,2024,1
0.00,20.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,14130,PKA,"Napaskiak, AK",AK,02,Alaska,1,10405,ATT,"Atmautluak, AK",AK,02,Alaska,1,2024,1
0.00,20.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,15282,TNK,"Tununak, AK",AK,02,Alaska,1,13710,NME,"Nightmute, AK",AK,02,Alaska,1,2024,1
0.00,21.00,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,12478,JFK,"New York, NY",NY,36,New York,22,11618,EWR,"Newark, NJ",NJ,34,New Jersey,21,2024,1
0.00,21.00,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,13303,MIA,"Miami, FL",FL,12,Florida,33,11697,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,2024,1
0.00,21.00,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,13891,ONT,"Ontario, CA",CA,06,California,91,14691,SBD,"San Bernardino, CA",CA,06,California,91,2024,1
0.00,21.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,11697,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,13303,MIA,"Miami, FL",FL,12,Florida,33,2024,1
0.00,21.00,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,13303,MIA,"Miami, FL",FL,12,Florida,33,11697,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,2024,1
0.00,21.00,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,12478,JFK,"New York, NY",NY,36,New York,22,11618,EWR,"Newark, NJ",NJ,34,New Jersey,21,2024,1
0.00,21.00,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,13303,MIA,"Miami, FL",FL,12,Florida,33,11697,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,2024,1
0.00,22.00,6F,22105,"FOX AIRCRAFT, LLC",D,6F,"FOX AIRCRAFT, LLC",1,5,15085,SXP,"Sheldon Point, AK",AK,02,Alaska,1,11550,EMK,"Emmonak, AK",AK,02,Alaska,1,2024,1
0.00,22.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10551,BET,"Bethel, AK",AK,02,Alaska,1,10241,AKI,"Akiak, AK",AK,02,Alaska,1,2024,1
0.00,22.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10551,BET,"Bethel, AK",AK,02,Alaska,1,13770,NUP,"Nunapitchuk, AK",AK,02,Alaska,1,2024,1
0.00,22.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,11550,EMK,"Emmonak, AK",AK,02,Alaska,1,15085,SXP,"Sheldon Point, AK",AK,02,Alaska,1,2024,1
0.00,22.00,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,13034,LNY,"Lanai, HI",HI,15,Hawaii,2,12492,JHM,"Kapalua, HI",HI,15,Hawaii,2,2024,1
0.00,23.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,15257,TLT,"Tuluksak, AK",AK,02,Alaska,1,12709,KKI,"Akiachak, AK",AK,02,Alaska,1,2024,1
0.00,23.00,K3,20383,Venture Travel LLC d/b/a Taquan Air Service,D,K3,Venture Travel LLC d/b/a Taquan Air Service,1,5,15741,WFB,"Ketchikan, AK",AK,02,Alaska,1,11367,DOF,"Dora Bay, AK",AK,02,Alaska,1,2024,1
0.00,24.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",D,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,2,15167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,12197,HPN,"White Plains, NY",NY,36,New York,22,2024,1
0.00,24.00,6F,22105,"FOX AIRCRAFT, LLC",D,6F,"FOX AIRCRAFT, LLC",1,5,10551,BET,"Bethel, AK",AK,02,Alaska,1,12831,KUK,"Kasigluk, AK",AK,02,Alaska,1,2024,1
0.00,24.00,6F,22105,"FOX AIRCRAFT, LLC",D,6F,"FOX AIRCRAFT, LLC",1,5,14627,RSH,"Russian Mission, AK",AK,02,Alaska,1,13369,MLL,"Marshall, AK",AK,02,Alaska,1,2024,1
0.00,24.00,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10551,BET,"Bethel, AK",AK,02,Alaska,1,12831,KUK,"Kasigluk, AK",AK,02,Alaska,1,2024,1
0.00,24.00,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,14435,QQY,"San Marcos, TX",TX,48,Texas,74,10423,AUS,"Austin, TX",TX,48,Texas,74,2024,1
0.00,24.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,12197,HPN,"White Plains, NY",NY,36,New York,22,15167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,2024,1
0.00,24.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,12574,TN8,"Nashville, TN",TN,47,Tennessee,54,13461,MQY,"Smyrna, TN",TN,47,Tennessee,54,2024,1
0.00,24.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,13461,MQY,"Smyrna, TN",TN,47,Tennessee,54,12574,TN8,"Nashville, TN",TN,47,Tennessee,54,2024,1
0.00,24.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,15167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,12197,HPN,"White Plains, NY",NY,36,New York,22,2024,1
0.00,24.00,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,12264,IAD,"Washington, DC",VA,51,Virginia,38,11278,DCA,"Washington, DC",VA,51,Virginia,38,2024,1
0.00,24.00,YX,20452,Republic Airline,D,YX,Republic Airline,3,3,12264,IAD,"Washington, DC",VA,51,Virginia,38,11278,DCA,"Washington, DC",VA,51,Virginia,38,2024,1
